,Plant 1,,,,Plant 2,,,,Plant 3,,,,Plant 4,,,,Plant 5,,,,
II-2-3,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,
,102.15,107.97,75.65,90.54,97.03,73.59,87.56,95.58,102.47,98.62,87.73,89.74,102.37,91.24,82.98,81.36,104.61,83.05,88.39,81.72,
,102.02,97.03,99.06,91.84,92.05,86.66,84.79,90.3,92.48,93.86,87.96,68.83,90.09,88.91,86.22,81.74,88.23,85.96,88.71,76.56,
,98.07,85.9,61.03,89.92,85.57,84.27,81.83,83.22,94.54,78.65,89.91,59.81,86.48,82.44,80.37,76.82,79.25,73.95,78.09,65.38,
,85.67,88.73,97.03,89.92,78.86,83.37,78.25,80.92,81.92,89.96,80.47,62.15,87.82,81.34,84.36,,89.89,89.2,79.43,72.15,
,87.62,71.12,89.3,,61.37,92.58,78.25,80.15,88.7,,89.96,,88.54,88.23,83.24,,102.37,85.37,80.2,,
,,,,,,,,,81.38,,,,85,,48.42,,81.87,84.61,,,
Number of fruit,19,,,,20,,,,19,,,,20,,,,21,,,,19.8
Number of marketable fruit (weight >=60g),19,,,,20,,,,18,,,,19,,,,21,,,,19.4
Average fruit weight,90.03,,,,83.81,,,,85.21789474,,,,83.8985,,,,83.76142857,,,,85.34356466
Average marketable fruit weight,90.03,,,,83.81,,,,86.62944444,,,,85.76578947,,,,83.76142857,,,,85.9993325
sd,11.32772165,,,,8.102072509,,,,11.40786745,,,,9.920844762,,,,9.041962887,,,,9.960093852
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,Plant 2,,Plant 3,,Plant 4,,Plant 5,,,,,,,,,,,,
II-3-1,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,,,,,,,,,,,
,174.56,113.81,104.99,76.43,133.55,105.12,140.28,113.27,123.6,102.57,,,,,,,,,,,
,148.73,115.12,86.4,72.75,152.14,96.36,113.13,93.49,121.2,98.36,,,,,,,,,,,
,114.11,99.52,78.28,69.17,123.36,109.48,107.25,88.17,104.4,102.04,,,,,,,,,,,
,114.69,92.3,78.9,78.37,121.88,102.29,91.82,91.26,77.85,82.88,,,,,,,,,,,
,111.17,72.72,48.26,66.11,108.89,109.77,88.34,85.68,71.25,75.95,,,,,,,,,,,
,77.6,,,,,106.46,80.73,91.52,67.56,66.65,,,,,,,,,,,
,70.55,,,,,,,91.67,65.1,63.81,,,,,,,,,,,
,,,,,,,,,,69.38,,,,,,,,,,,
Number of fruit,12,,10,,11,,13,,15,,12.2,,,,,,,,,,
Number of marketable fruit (weight >=60g),12,,9,,11,,13,,15,,12,,,,,,,,,,
Average fruit weight,108.74,,75.966,,115.3909091,,98.20076923,,86.17333333,,96.89420233,,,,,,,,,,
Average marketable fruit weight,108.74,,79.04444444,,115.3909091,,98.20076923,,86.17333333,,97.50989122,,,,,,,,,,
sd,30.37481642,,14.50099552,,16.16700433,,16.22941232,,20.91737203,,19.63792013,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,,Plant 2,,,Plant 3,,,Plant 4,,,Plant 5,,,,,,,,
II-3-2,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,,,,,,
,98.45,95.01,70.74,141.57,107.26,74.25,105.62,101.68,101.99,103.75,91.77,94,86.47,59.17,53.45,,,,,,
,105.98,115.82,88.92,127.91,103.65,75.67,110.97,90.03,95.35,107.36,94.71,82.49,100.68,75.71,72.49,,,,,,
,96.86,96.93,73.19,99.63,90.02,59.28,94.49,102.39,104.45,102.22,104.45,79.66,117.92,118.12,63.27,,,,,,
,94.99,94.64,76.19,94.24,85.96,,90.55,83.03,77.34,100.05,76.93,85.43,141.64,,77.31,,,,,,
,81.88,81.32,54.53,57.37,75.17,,78.66,85.86,77.18,68.24,78.94,74.59,98.79,,57.41,,,,,,
,69.51,89.94,42.27,77.24,100.67,,74.26,73.63,,60.32,72.41,61.62,76.73,,,,,,,,
,65.28,75.71,,,,,58.87,68.8,,,,,,,,,,,,,
Number of fruit,20,,,15,,,19,,,18,,,14,,,17.2,,,,,
Number of marketable fruit (weight >=60g),18,,,13,,,18,,,18,,,11,,,15.6,,,,,
Average fruit weight,83.408,,,91.326,,,88.16578947,,,85.49666667,,,85.65428571,,,86.81014837,,,,,
Average marketable fruit weight,87.29777778,,,96.40307692,,,89.79333333,,,85.49666667,,,93.55727273,,,90.50962549,,,,,
sd,17.84294541,,,23.36047877,,,14.46177272,,,14.97034716,,,26.43900112,,,19.41490904,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,,,Plant 2,,,,Plant 3,,,,Plant 4,,,,Plant 5,,,,
II-3-3,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,
,96.26,103.72,96.17,85.92,125.02,84.34,18.17,85.85,144.8,102.01,83.57,98.37,106.63,89.89,74.22,85.44,128.77,90,82.64,75.16,
,106.47,117.42,92.15,91.12,107.9,71.02,85.74,76.18,120.11,107.41,98.54,97.3,115.06,87.35,95.12,76.73,114.34,87.36,77.12,76.12,
,75.46,88.75,,108.27,96.23,93.71,90.09,79.74,104.81,100.34,105.22,102,102.34,100.72,103.57,80.1,126.64,66.66,73.73,69.1,
,68.76,95.97,,86.41,82.44,74.36,65.74,155.68,93.07,89.52,96.36,108.72,92.67,91.42,,70.43,77.98,65.8,,54.77,
,107.86,73.24,,,59.97,57.55,,,94.77,,,87.99,81.46,85.12,,81.78,65.84,85.98,,,
,50.13,,,,,,,,,,,84.71,73.83,,,,69.64,,,,
,,,,,,,,,,,,78.61,,,,,,,,,
Number of fruit,17,,,,18,,,,20,,,,19,,,,18,,,,18.4
Number of marketable fruit (weight >=60g),16,,,,15,,,,20,,,,19,,,,17,,,,17.4
Average fruit weight,90.82823529,,,,83.87388889,,,,99.9115,,,,89.15157895,,,,82.64722222,,,,89.28248507
Average marketable fruit weight,93.371875,,,,91.60266667,,,,99.9115,,,,89.15157895,,,,84.28705882,,,,91.66493589
sd,16.83634767,,,,28.66264307,,,,13.82265445,,,,12.3317347,,,,20.77436056,,,,18.48554809
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,Plant 2,,Plant 3,,Plant 4,,Plant 5,,,,,,,,,,,,
II-4-1,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,Truss 1,Truss 2,,,,,,,,,,,
,145.92,148.54,114.93,95.13,114.74,93.81,122.3,99.09,149.46,105.01,,,,,,,,,,,
,131.4,129.9,126.47,91.58,121.04,83.45,92.15,99.88,138.71,136.84,,,,,,,,,,,
,133.94,108.25,114.75,93.41,101.96,99.46,110.12,89.12,149.82,149.91,,,,,,,,,,,
,147.52,132.64,110.78,120.89,92.56,80.34,92.59,118.56,84.18,94.07,,,,,,,,,,,
,121.64,106.65,93.34,69.02,85.72,89.38,83.66,88.08,74.16,133.45,,,,,,,,,,,
,92.98,98.74,83.67,70.8,77.28,83.56,95.89,78.74,53.27,106.33,,,,,,,,,,,
,,,,,,,80.59,,,,,,,,,,,,,,
Number of fruit,12,,12,,12,,13,,12,,12.2,,,,,,,,,,
Number of marketable fruit (weight >=60g),12,,12,,12,,13,,11,,12,,,,,,,,,,
Average fruit weight,124.8433333,,98.73083333,,93.60833333,,96.21307692,,114.6008333,,105.5992821,,,,,,,,,,
Average marketable fruit weight,124.8433333,,98.73083333,,93.60833333,,96.21307692,,120.1763636,,106.7143881,,,,,,,,,,
sd,19.17702145,,18.91575988,,13.58844485,,13.68760107,,33.08072371,,19.68991019,,,,,,,,,,
,Plant 1,,,Plant 2,,,Plant 3,,,Plant 4,,,Plant 5,,,,,,,,
II-4-2,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,Truss 1,Truss 2,Truss 3,,,,,,
,86.34,81.59,86.93,82.87,106.93,69.42,102.92,100.67,84.39,175.69,128.81,115.06,88.07,84.16,78.78,,,,,,
,77.64,82.33,80.74,91.39,209.18,104.64,104.16,107.39,97.09,101.6,104.97,89.38,90.11,70.36,94.57,,,,,,
,88.94,76.1,77.18,107.69,61.57,120.77,83.62,108.56,85.57,160.71,131.52,109.25,79.13,81.78,,,,,,,
,78.64,87.04,64.06,90.47,,97.15,80.11,63.87,60.82,102.39,118.25,,79.11,75.6,,,,,,,
,61.76,78,,93.62,,,103.13,57.84,59.47,122.75,,,56.24,92.35,,,,,,,
,,69.77,,50.04,,,71.97,,,133.84,,,,,,,,,,,
,,,,76.25,,,,,,,,,,,,,,,,,
Number of fruit,15,,,14,,,16,,,13,,,12,,,14,,,,,
Number of marketable fruit (weight >=60g),15,,,13,,,14,,,13,,,11,,,13.2,,,,,
Average fruit weight,78.47066667,,,97.285,,,85.72375,,,122.6323077,,,80.855,,,92.99334487,,,,,
Average marketable fruit weight,78.47066667,,,100.9192308,,,89.59071429,,,122.6323077,,,83.09272727,,,94.94112934,,,,,
sd,8.093838456,,,37.57703979,,,18.39119495,,,24.20954225,,,10.54734219,,,19.76379153,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Plant 1,,,,Plant 2,,,,Plant 3,,,,Plant 4,,,,Plant 5,,,,
II-4-3,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,Truss 1,Truss 2,Truss 3,Truss 4,
,89.39,89.73,80.3,82,102.72,73.87,100.75,80.38,116.03,85.12,87.73,78.47,102.19,92.24,80.19,89.61,114.64,82.49,102.26,85.94,
,85.45,72.52,74.3,66.71,97.3,86.11,87.56,69.66,82.24,83.94,84.24,61.05,95.05,83.5,81.61,77.83,95.3,114.25,66,107.33,
,71.66,78.92,75.02,60.13,81.52,72.82,67.22,68.35,80.72,84.35,85.03,60.24,90.27,74.57,72.82,73.62,90.44,83.62,72.67,91.91,
,77.08,75.75,71.02,57.24,91.34,68.81,69.12,59.62,72.67,80.08,77.2,,83.77,68.74,77.1,49.36,76.18,81.59,76.32,90.34,
,69.88,61.23,47.46,,82.75,61.13,61.24,,66.07,77.84,72,,75.5,65.25,,,66.15,81.15,55.25,61.2,
,69.62,,,,66.37,57.66,,,47.96,58.49,57.53,,48.26,,,,52.36,68.7,,,
,49.08,,,,,,,,,,,,,,,,,58.52,,,
Number of fruit,21,,,,21,,,,21,,,,19,,,,23,,,,21
Number of marketable fruit (weight >=60g),18,,,,19,,,,18,,,,17,,,,20,,,,18.4
Average fruit weight,71.64238095,,,,76.49047619,,,,76.14285714,,,,77.97263158,,,,81.50478261,,,,76.75062569
Average marketable fruit weight,75.03944444,,,,78.36947368,,,,79.72333333,,,,81.40352941,,,,85.424,,,,79.99195617
sd,11.63574703,,,,13.72478651,,,,14.53494002,,,,13.87090474,,,,17.84067464,,,,14.32141059
